,Ruta,Operador,Tipo de vuelo,Tipo de aeronave,Registro,Total a bordo,Pasajeros a bordo,Personal a bordo,Cantidad de fallecidos,Pasajeros fallecidos,Personal fallecidos,Accidente terrestre,Año,Tasa_Mortalidad_Anual
155,"Hayward, California",Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,NC12226,3.0,2.0,1.0,3.0,2.0,1.0,11.0,1933,100.0
156,"Near Dixmude, Belgium",Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,15.0,12.0,3.0,15.0,12.0,3.0,0.0,1933,100.0
157,"Near Castrovillari, Calabria, Italy",Air Orient,Corfu - Naples,Cams 53-1,F-ALCE,8.0,5.0,3.0,5.0,2.0,3.0,0.0,1933,62.5
158,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,F-AJIX,6.0,3.0,3.0,6.0,3.0,3.0,0.0,1933,100.0
159,"Glenview, Illinois",Palwaukee,Sightseeing,Sikorsky S-38B (flying boat),NC-141M,9.0,7.0,2.0,9.0,7.0,2.0,0.0,1933,100.0
160,Aegean Sea,Societa Anonima Aero Expresso Italiana,Athens - Rhodes,CMASA Wal (flying boat),I-AZEE,6.0,2.0,4.0,6.0,2.0,4.0,0.0,1933,100.0
161,"Quay, New Mexico",Trans Continental and Western Air,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,NC9607,5.0,3.0,2.0,5.0,3.0,2.0,0.0,1933,100.0
162,"Near Ljubljana, Yugoslavia",Aeroput,"Ljubjana - Susak, Croatia",Farman F-306,YU-SAH,8.0,6.0,2.0,8.0,6.0,2.0,0.0,1933,100.0
163,"Chesterton, Indiana",United Air Lines,Newark - Cleveland - Chicago - Oakland,Boeing 247,NC13304,10.0,7.0,3.0,10.0,7.0,3.0,0.0,1933,100.0
164,"Etobon, France",Air France,Zurich - Basel - Paris,Farman F-301,F-AJMI,5.0,2.0,3.0,2.0,1.0,1.0,0.0,1933,40.0
165,"Hamburg, Germany",Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,D-1403,10.0,8.0,2.0,6.0,4.0,2.0,0.0,1933,60.0
166,"Near Ruysselede, Belgium",Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,10.0,8.0,2.0,10.0,8.0,2.0,0.0,1933,100.0
167,"Corbigny, France",Air France,Saigon - Paris,Dewoitine D-332,F-AMMY,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1934,100.0
168,"Near Salt Lake City, Utah",Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,NC13357,8.0,5.0,3.0,8.0,5.0,3.0,0.0,1934,100.0
169,"Pereira, Colombia",Pan American Airways (Scadta),Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,6.0,4.0,2.0,5.0,3.0,2.0,0.0,1934,83.33333333333334
170,English Channel,Air France,"Dieppe, France - New Haven, England",Wibault 282T,F-AMHP,6.0,3.0,3.0,6.0,3.0,3.0,0.0,1934,100.0
171,"Croydon, England",Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1934,100.0
172,"Mongaup Mountain, New York",American Airways,New York - Chicago,Curtiss Condor T-32,NC12354,7.0,4.0,3.0,7.0,4.0,3.0,0.0,1934,100.0
173,"Junin, Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,10.0,7.0,3.0,6.0,3.0,3.0,0.0,1934,60.0
174,"Burbank, California",Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,XA-BEJ,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1934,100.0
175,"San Bernardino, California",United Air Services,San Bernardion - Los Angeles,Lockheed Vega,NC32E,4.0,3.0,1.0,3.0,2.0,1.0,0.0,1934,75.0
176,"Near Tuttlingen, Germany",Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,CH-170,12.0,9.0,3.0,12.0,9.0,3.0,0.0,1934,100.0
177,"Amazonia, Missouri",Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,NC11118,5.0,4.0,1.0,5.0,4.0,1.0,0.0,1934,100.0
178,English Channel,Hillman's Airways,Croydon - Paris,de havilland 89 Dragon Rapide,G-ACPM,7.0,6.0,1.0,7.0,6.0,1.0,0.0,1934,100.0
179,"Bass Strait, Australia",Holymans Airways,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,VH-URN,11.0,9.0,2.0,11.0,9.0,2.0,0.0,1934,100.0
180,"Kiapit, Australia",Holdens Air Transport Service,Rabaul - Kaiapit,De Havilland DH-61,VH-UHW,4.0,2.0,2.0,2.0,2.0,0.0,0.0,1934,50.0
181,"Amazonia, Montana",Rapid Air Transport,Omaha - Kansas City,Stinson SM-6000-B,NC10809,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1934,100.0
182,"Near Longreach, Australia",Qantas,London - Sydney,de Havilland DH-86,VH-USG,4.0,3.0,1.0,4.0,3.0,1.0,0.0,1934,100.0
183,"Salchau, Germany",Deutsche Lufthansa,Berlin - Hanover,Junkers F-13,D-OMAS,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1934,100.0
184,"Columbia, Missouri",Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1934,100.0
185,"Palma Soriano, Cuba",Cubana de Aviacion,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,NM-7,8.0,5.0,3.0,4.0,2.0,2.0,0.0,1934,50.0
186,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,7.0,3.0,4.0,7.0,3.0,4.0,0.0,1934,100.0
187,"Sunbright, Tennessee",American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1934,100.0
188,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,"Newark, NJ - Columbus, OH",Consolidated Fleetster,NC13212,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1935,100.0
189,"Stettin, Germany",Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,11.0,8.0,3.0,11.0,8.0,3.0,0.0,1935,100.0
190,"El Arish, Egypt",Misrair,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6.0,5.0,1.0,3.0,2.0,1.0,0.0,1935,50.0
191,"Off Samland, Germany",Deutsche Lufthansa,Training,Junkers F-13,D-OHIL,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1935,100.0
192,"Brilon, Germany",KLM Royal Dutch Airlines,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,PH-AFL,7.0,2.0,5.0,7.0,2.0,5.0,0.0,1935,100.0
193,"Near Walsenberg, Colorado",Varney Air Lines,Pueblo - El Paso,Lockheed Vega,NC891E,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1935,100.0
194,"Atlanta, Missouri",Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,14.0,12.0,2.0,5.0,3.0,2.0,0.0,1935,35.714285714285715
195,"Near Moscow, Russia",Gor'ky Eskadril'ya,Demonstration,Tupolev ANT-20 / I-5,CCCP-I20,50.0,37.0,13.0,50.0,37.0,13.0,2.0,1935,100.0
196,"Flint, Michigan",Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,WC-7864,12.0,11.0,1.0,3.0,2.0,1.0,0.0,1935,25.0
197,"Glendo, Wyoming",Wyoming Air Service,Billings - Sheridan - Casper - Cheyenne,Boeing 221,NC725W,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1935,100.0
198,"Maywood, Illinois",Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1935,100.0
199,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,20.0,18.0,2.0,17.0,15.0,2.0,0.0,1935,85.0
200,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,PH-AJQ,20.0,15.0,5.0,6.0,2.0,4.0,0.0,1935,30.0
201,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1935,100.0
202,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Milan - Frankfort - Amsterdam,Douglas DC-2,PH-AKG,13.0,9.0,4.0,13.0,9.0,4.0,0.0,1935,100.0
203,"Cardiff, United Kingdom",Jersey Airways,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,G-ACMP,8.0,7.0,1.0,1.0,3.0,0.0,0.0,1935,12.5
204,"El Retiro, Colombia",Fuerza Aerea Colombiana,Palanquero - Tres Esquinas,Junkers W-34,406,5.0,3.0,2.0,5.0,3.0,2.0,0.0,1935,100.0
205,"Cairo, Egypt",Ala Littoria,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,I-REDI,7.0,3.0,4.0,7.0,3.0,4.0,0.0,1935,100.0
206,"Near Gilmer, Texas",Delta Air Lines,Dallas -  Atlanta,Stinson Model A,NC14599,4.0,3.0,1.0,4.0,3.0,1.0,0.0,1935,100.0
207,"Near Glendo, Wyoming",Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",NC14140,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1935,100.0
208,"Burbank, California",Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1935,100.0
209,"Off Finders Island, Victoria, Australia",Holyman Airways,Melbourne - Sydney,de Havilland DH-86,VH-URT,5.0,3.0,2.0,5.0,3.0,2.0,0.0,1935,100.0
210,"Near Cheyenne, Wyoming",United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,NC13317,12.0,9.0,3.0,12.0,9.0,3.0,0.0,1935,100.0
211,Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,OH-ALI,6.0,4.0,2.0,6.0,4.0,2.0,0.0,1935,100.0
212,"Troy, New York",Chamberlin Flying Service,Troy - Teterboro,Curtiss AT-32C Condor,NC725K,6.0,4.0,2.0,1.0,0.0,1.0,0.0,1935,16.666666666666664
213,"Cheyenne, Wyoming",United Air Lines,Test flight,Boeing B-247-D,NC13323,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1935,100.0
214,"Off Nhambupe, Brazil",Air France,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1935,100.0
215,"Near Fort Worth, Texas",Braniff Airlines,Dallas - Waco,Lockheed Vega,NC980Y,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1935,100.0
216,"Brindisi, Italy",Imperial Airways,London - Brindisi - Alexandria,Short S-17 Kent,G-ABFB,13.0,10.0,3.0,12.0,9.0,3.0,0.0,1935,92.3076923076923
217,"Tours, France",Air Bleu,Le Havre - Paris - Tours - Bordeaux,Caudron C-630 Simoun,F-ANRK,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1935,50.0
218,"Croydon, England",Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,11.0,7.0,4.0,11.0,7.0,4.0,0.0,1935,100.0
219,"Off Alexandria, Egypt",Imperial Airways,London - Brindisi - Mirabella - Alexandria,Short S-8 Calcutta flying boat,G-AASJ,13.0,9.0,4.0,12.0,9.0,1.0,0.0,1935,92.3076923076923
220,"Goodwin, Arkansas",American Airlines,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas DC-2-120,NC14274,17.0,14.0,3.0,17.0,14.0,3.0,0.0,1936,100.0
221,"Off Ajaccio, Corsica, France",Air France,Marseille - Ajaccio - Tunis,CAMS 53,F-AJIR,6.0,3.0,3.0,6.0,3.0,3.0,0.0,1936,100.0
222,"Denton, Texas",American Airlines,Chicago - Oklahoma City,Vultee V-1,NC13767,6.0,5.0,1.0,1.0,0.0,1.0,0.0,1936,16.666666666666664
223,Atlantic Ocean,Air France,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),F-ANLE,6.0,1.0,5.0,6.0,1.0,5.0,0.0,1936,100.0
224,South Atlantic Ocean,Deutsche Lufthansa,Rio de Janerio - Berlin,Dormier Do-J-Iif Bos Wal flying boat,D-ADYS,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1936,100.0
225,"Amemeca, Mexico",Mexicana,Mexico - Guatemala,Ford 5-AT-B Tri Motor,XA-BCB,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1936,100.0
226,"Pavillon, New York",American Airlines,Newwark - Buffalo,Stinson Model A,NC15152,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1936,100.0
227,"Uniontown, Pennsylvania",Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,NC13721,14.0,11.0,3.0,12.0,10.0,2.0,0.0,1936,85.71428571428571
228,"Port of Spain, Trinidad",Pan American Airways,Miami - Rio de Janeiro,Sikorsky S-42A  Flying Boat,NC1537,25.0,18.0,7.0,3.0,2.0,1.0,0.0,1936,12.0
229,"Near Turin, Italy",Avio Linee Italiane,Turin - Milan,OFM F-VIIb/3m,I-AAXZ,7.0,5.0,2.0,7.0,5.0,2.0,0.0,1936,100.0
230,"Orvin, Switzerland",Deutsche Lufthansa,Test flight,Junkers JU-52,D-ASOR,5.0,0.0,5.0,3.0,0.0,3.0,0.0,1936,60.0
231,"Senlis, France",Sabena,Paris - Brussels - Cologne,Fokker F-VII,OO-AIF,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1936,100.0
232,"Mount Waverley, Australia",Holymans Airways,Training,De Havilland DH-60 Moth,VH-UII,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1936,100.0
233,"Malmo, Sweden",A B Aerotransport,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,15.0,11.0,4.0,1.0,1.0,0.0,0.0,1936,6.666666666666667
234,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,7.0,3.0,4.0,7.0,3.0,4.0,0.0,1936,100.0
235,"Zagreb, Croatia",Aeroput,Belgrade - Zagreb - Ljubljana,Spartan Cruiser,YU-SAP,7.0,5.0,2.0,7.0,5.0,2.0,0.0,1936,100.0
236,"Off Channel Islands, Jersey",Guernsey Airways,Saint Pierre - Saint-Hélier,Saro A-19 Cloud,G-ABXW,10.0,8.0,2.0,10.0,8.0,2.0,0.0,1936,100.0
237,"Mazamet, France",Air France,Paris - Toulouse - Dakar - Natal - Rio de Janeiro,Wibault 280,"F-ANBLF-ANBL",3.0,0.0,3.0,3.0,0.0,3.0,0.0,1936,100.0
238,"St. Louis, Missouri",Chicago Southern Airlines,New Orleans - Chicago,Lockheed 10B Electra,NC16022,8.0,6.0,2.0,8.0,6.0,2.0,0.0,1936,100.0
239,"Altenkirchen, Germany",British Airways,Hanover - Cologne - London-Gatwick,De Havilland DH-86,G-ADEB,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1936,100.0
240,"Mirabella, Greece",Imperial Airways,Alexandria - Mirabella - Brindisi - Southampton,Short S-17 Kent,G-ABFA,11.0,8.0,3.0,2.0,2.0,0.0,0.0,1936,18.181818181818183
241,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,Sightseeing,Stinson SM 6000B,NC117S,11.0,10.0,1.0,10.0,9.0,1.0,0.0,1936,90.9090909090909
242,"Benghazi, Libya",Ala Littoria SA,"Addis Ababa, Ethiopia - Rome, Italy",CRDA CANT Z-506,I-RODI,10.0,7.0,3.0,9.0,7.0,2.0,0.0,1936,90.0
243,English Channel,Imperial Airways,Croydon - Paris,Boulton and Paul P-71,G-ACOX,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1936,100.0
244,"Walsenberg, Colorado",Varney Air Lines,"El Paso, TX - Pueblo, CO",Lockheed  5 Vega,NC176W,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1936,100.0
245,"Near Tabarz, Germany",Deutsche Lufthansa,Frankfurt - Erfurt,Junkers JU-52,D-APOO,15.0,12.0,3.0,11.0,8.0,3.0,0.0,1936,73.33333333333333
246,"Nurnberg, Germany",Deutsche Lufthansa,Leipzig - Nuremberg,Junkers JU-52/3m,D-ASUI,16.0,13.0,3.0,4.0,3.0,1.0,0.0,1936,25.0
247,"London, England",British Airways,Hanover - London,Fokker F-XII,G-AEOT,4.0,0.0,4.0,2.0,0.0,2.0,0.0,1936,50.0
248,"Near Grenoble, France",Deutsche Lufthansa,Lisbon - Burgos - Geneva - Munich,Junkers JU-52/3m,D-ASIH,6.0,3.0,3.0,6.0,3.0,3.0,0.0,1936,100.0
249,"Near Moscow, Russia",Deruluft,Berlin - Moscow,Antonov AN-9,CCCP-D311,14.0,11.0,3.0,9.0,7.0,2.0,0.0,1936,64.28571428571429
250,"Off Dakar, French West Africa",Air France,Marseille - Dakar - Natal - Rio de Janeiro,Latécoère 300 (float plane.,F-AKGF,5.0,1.0,4.0,5.0,1.0,4.0,0.0,1936,100.0
251,"Croydon, England",KLM Royal Dutch Airlines,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,17.0,13.0,4.0,15.0,12.0,3.0,0.0,1936,88.23529411764706
252,"Near Salt Lake City, Utah",Western Air Express,Burbank - Las Vegas - Salt Lake City,Boeing 247D,NC13370,7.0,4.0,3.0,7.0,4.0,3.0,0.0,1936,100.0
253,"Kellogg, Idaho",Northwest Orient Airlines,Chicago - Minneapolis - Missoula - Seattle,Lockheed 10 Electra,NC14935,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1936,100.0
254,"Near Milford, Pennsylvania",Eastern Air Lines,Miami - Charleston - Newark,Douglas DC-2-112,NC13732,11.0,8.0,3.0,0.0,0.0,0.0,0.0,1936,0.0
255,"Near Dallas, Texas",Braniff Airways,Test flight,Lockheed 10 Electra,NC14905,6.0,4.0,2.0,6.0,4.0,2.0,0.0,1936,100.0
256,"Newhall, California",United Air Lines,Oakland - San Francisco - Los Angeles,Boeing 247D,NC13355,12.0,10.0,2.0,12.0,10.0,2.0,0.0,1936,100.0
257,"Near Playa V icente, Veracruz, Mexico",Mexicana,Mexico City - Minatitlán - Mérida,Lockheed 10E Electra,X-ABEO,9.0,6.0,3.0,9.0,6.0,3.0,0.0,1937,100.0
258,"Near Newhall, California",Western Air Express,Salt Lake City - Burbank,Boeing 247D,NC13315,13.0,11.0,2.0,5.0,4.0,1.0,0.0,1937,38.46153846153847
259,"Oran, Algeria",Sabena,Elizabethville - Gao - Colomb-Béchar - Oran - Brussels,Sabca S-73,OO-AGR,12.0,8.0,4.0,12.0,8.0,4.0,0.0,1937,100.0
260,"Off San Francisco, California",United Air Lines,Los Angeles - San Francisco - Oakland,Douglas DC-3A,NC16073,11.0,9.0,2.0,11.0,9.0,2.0,0.0,1937,100.0
261,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Brisbane - Sidney,Stinson Model A,VH-UHH,7.0,5.0,2.0,5.0,3.0,2.0,0.0,1937,71.42857142857143
262,"Bathurst, Gambia",Deutsche Lufthansa,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1937,100.0
263,"Near Ouroux, France",Imperial Airways,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),G-ADVA,6.0,1.0,5.0,5.0,1.0,4.0,0.0,1937,83.33333333333334
264,"Clifton, Pennsylvania",Trans Continental and Western Air,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,13.0,10.0,3.0,13.0,10.0,3.0,0.0,1937,100.0
265,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,97.0,36.0,61.0,35.0,13.0,22.0,1.0,1937,36.08247422680412
266,Desertores Island Región de Los Lagos,Fuerzs Aerea De Chile,Puerto Montt - Punta Arenas,Sirkorsky S-43 (flying boat),2,9.0,5.0,4.0,9.0,5.0,4.0,0.0,1937,100.0
267,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lae - Howland Island,Lockheed 10E Electra,NR16020,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1937,100.0
268,"Hal, Belgium",KLM Royal Dutch Airlines,Amsterdam - Paris,Douglas DC-2-115L,PH-ALF,15.0,10.0,5.0,15.0,10.0,5.0,0.0,1937,100.0
269,"Wadi Halfa, Sudan",Ala Littoria,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,I-SUSA,9.0,5.0,4.0,9.0,5.0,4.0,0.0,1937,100.0
270,"Off Cristobal, Panama",Pan American Grace Airways,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,NC15065,14.0,11.0,3.0,14.0,11.0,3.0,0.0,1937,100.0
271,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Canton - Shanghi,Sikorsky S-43,NC16930,11.0,8.0,3.0,3.0,0.0,3.0,0.0,1937,27.27272727272727
272,"Daytona Beach, Florida",Eastern Air Lines,Chicago - Daytona,Douglas DC-2,NC-13739,9.0,7.0,2.0,4.0,2.0,2.0,0.0,1937,44.44444444444444
273,"San Luis, Argentina",Pan American Grace Airways,Mendosa - Cordoba,Douglas DC-2,NC14298,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1937,100.0
274,"Phaleron Bay, Greece",Imperial Airways,"Alexandria, Egypt  - Athens, Greece",Short Empire flying boat,G-ADVC,14.0,9.0,5.0,2.0,2.0,0.0,0.0,1937,14.285714285714285
275,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Palembang - Singapore,Douglas DC-3,PH-ALS,11.0,7.0,4.0,4.0,1.0,3.0,0.0,1937,36.36363636363637
276,"Haydens Peak, Wyoming",United Air Lines,Newark - Chicago - Cheyenne - Salt Lake City - Los Angeles,Douglas DC-3,NC16074,19.0,16.0,3.0,19.0,16.0,3.0,0.0,1937,100.0
277,Off Western Africa,Air France,Dakar - Casablanca,Dewoitine D-333,F-ALQA,7.0,2.0,5.0,7.0,2.0,5.0,0.0,1937,100.0
278,"Warsaw, Poland",Lot Polish Airlines,Krakow - Warsaw,Lockheed 10 Electra,SP-AYD,11.0,9.0,2.0,4.0,2.0,2.0,0.0,1937,36.36363636363637
279,"Mannheim, Germany",Deutsche Lufthansa,Berlin - Mannheim,Heinkel He-111,D-AXAV,12.0,9.0,3.0,10.0,7.0,3.0,0.0,1937,83.33333333333334
280,"Ostende, Belgium",Sabena,Cologne - Brussels - London,Junkers JU-52/3m,OO-AUB,11.0,8.0,3.0,11.0,8.0,3.0,0.0,1937,100.0
281,"Munich, Germany",Ala Littoria,Rome - Munich - Berlin,Junkers JU-52,I-BAUS,17.0,14.0,3.0,4.0,4.0,0.0,0.0,1937,23.52941176470588
282,"Brindisi Harbor, Italy",Imperial Airways,India - London,Short Empire Flying Boat,G-ADUZ,19.0,13.0,6.0,2.0,1.0,1.0,0.0,1937,10.526315789473683
283,"Saint Sauveur, France",Air France,Marseille - Lyon - Paris,Potez 621,F-AOTZ,7.0,6.0,1.0,2.0,1.0,1.0,0.0,1937,28.57142857142857
284,"Kasperske Hory, Czechoslovakia",Air France,Bucharest - Vienna - Prague - Paris,Wibault 283-T12,F-AMYD,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1937,100.0
285,"Frankfurt, Germany",Lufthansa,Milan - Frankfurt,Junkers JU-38,D-ABUR,6.0,3.0,3.0,6.0,3.0,3.0,0.0,1938,100.0
286,"Bozeman, Montana",Northwest Orient Airlines,Seattle - Spokane - Butte - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,10.0,8.0,2.0,10.0,8.0,2.0,0.0,1938,100.0
287,"Pago Pago, U.S. Samoa",Pan American World Airways,Oakland - Honolulu - Kingman Reef - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,7.0,0.0,7.0,7.0,0.0,7.0,0.0,1938,100.0
288,"North Pine, Ontario, Canada",General Airways,Sioux Lookout - Hudson,Stinson Reliant SR-9,CF-BEI,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1938,100.0
289,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,Training,Consolidated PBY-2 / Consolidated PBY-2,04062 / 0463,14.0,0.0,14.0,11.0,0.0,11.0,0.0,1938,78.57142857142857
290,"Kandalaksha, Russia",TsAGI,Moscow - Murmansk,V6 (airship),CCCP-V6,19.0,0.0,19.0,13.0,0.0,13.0,0.0,1938,68.42105263157895
291,"Guadalupe, Mexico",Mexicana,Test flight,Lockheed 10 Electra,XA-BAS,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1938,100.0
292,"Marseille, France",Air France,"Marseille, France - Ajaccio, Corsica",Lioré-et-Olivier H-242,F-ANPB,12.0,7.0,5.0,8.0,5.0,3.0,0.0,1938,66.66666666666666
293,Mediterranean Sea,Ala Littoria SA,Cadiz - Pollença -Alghero - Rome,Cant Z-506,I-ORIA,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1938,100.0
294,"Pontoise, France",Deutsche Lufthansa,"Berlin, Germany - Paris, France",Junkers JU.52,D-APAR,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1938,100.0
295,"Near Wawona, Cailifornia",Trans Continental and Western Air,"San Francisco - Winslow, AZ,  Burbank, CA",Douglas DC-2-112,NC13789,9.0,6.0,3.0,9.0,6.0,3.0,0.0,1938,100.0
296,"Datia, India",Air France,"Hanoi, Vietnam - Paris, France",Potez 621,F-ANQR,7.0,3.0,4.0,7.0,3.0,4.0,0.0,1938,100.0
297,"Somerton, Australia",Australian National Airways,Training,De Havilland DH-60,VH-UNU,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1938,100.0
298,"Corsavy, France",Air France,Dakar - Casablanca - Oran - Toulouse - Paris,Dewoitine D-338,F-AQBB,8.0,5.0,3.0,8.0,5.0,3.0,0.0,1938,100.0
299,"Near Formia, Italy",Ala Littoria,Brindisi - Rome,Junkers JU-52,I-BAUS,19.0,14.0,5.0,19.0,14.0,5.0,0.0,1938,100.0
300,"Balbuena, Mexico",Lineas Aéreas Mineras,Mexico City - Juarez,Lockheed Vega 5B,XA-BFR,6.0,5.0,1.0,1.0,5.0,1.0,0.0,1938,16.666666666666664
301,"Near Saugus, California",Northwest Orient Airlines,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,NC17394,9.0,7.0,2.0,9.0,7.0,2.0,0.0,1938,100.0
302,"Sao Paulo, Brazil",Cruzeiro do Sul,Santos - Sao Paulo - Rio de Janeiro - Natal,Junkers JU-52/3m,PP-CBC,17.0,14.0,3.0,6.0,6.0,0.0,0.0,1938,35.294117647058826
303,"Cleveland, Ohio",United Air Lines,Newark - Cleveland - Chicago,Douglas DST-A-207A,NC18108,10.0,7.0,3.0,10.0,7.0,3.0,0.0,1938,100.0
304,"Alberno Canal, BC, Canada",Ginger Coote Airways,Vancouver - Zeballos,Fairchild 51,CF-AUX,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1938,100.0
305,"Billings, Montana",Northwest Orient Airlines,Seattle - Spokane - Helena - Billings - Fargo,Lockheed 14 Super Electra,NC17383,10.0,8.0,2.0,1.0,1.0,0.0,0.0,1938,10.0
